Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
WTA-55-1_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.957875417245301e-05)	(12, 5.915750834490602e-05)	(14, 7.394688543113252e-05)	(16, 0.00019226190212094456)	(18, 0.00025141941046585056)	(20, 0.0002662087875520771)	(22, 0.0003105769188107566)	(24, 0.0003401556729832096)	(26, 0.0003845238042418891)	(28, 0.0005176281980179277)	(30, 0.0006211538376215132)	(32, 0.0007246794772250988)	(34, 0.0008134157397424578)	(36, 0.0008725732480873638)	(38, 0.0009021520022598168)	(40, 0.0010352563960358554)	(42, 0.001138782035639441)	(44, 0.001316254560674159)	(46, 0.0013902014461052914)	(48, 0.001612042102398689)	(50, 0.001730357119088501)	(52, 0.001848672135778313)	(54, 0.0019226190212094456)	(56, 0.002026144660813031)	(58, 0.002277564071278882)	(60, 0.0024402472192273737)	(62, 0.002691666629693224)	(64, 0.0029578754172453012)	(66, 0.0032980310902285107)	(68, 0.0035050823694356818)	(70, 0.003860027419505118)	(72, 0.004259340600833233)	(74, 0.004658653782161349)	(76, 0.005072756340575691)	(78, 0.005886172080318149)	(80, 0.006581272803370794)	(82, 0.007379899166027026)	(84, 0.008370787430804202)	(86, 0.009494780089357417)	(88, 0.010988507175066293)	(90, 0.012733653671241022)	(92, 0.014552747052846881)	(94, 0.016652838599091044)	(96, 0.019433241491301628)	(98, 0.022376327531460703)	(100, 0.025629990490430535)	(102, 0.030140750501729617)	(104, 0.034474037987993984)	(106, 0.039635530591087036)	(108, 0.04541817703180159)	(110, 0.05239876301650051)	(112, 0.06010402847842451)	(114, 0.06902202286141909)	(116, 0.07869427547581123)	(118, 0.08972715078213621)	(120, 0.10185443999284194)	(122, 0.11557898192886014)	(124, 0.12967325829203402)	(126, 0.14529084049508917)	(128, 0.1620324153566976)	(130, 0.18007545540189393)	(132, 0.1992720668598159)	(134, 0.2200067735347055)	(136, 0.24386203877478885)	(138, 0.26915187359223613)
WTA-55-1_R2_001 - polya	(1, 0.020793864183234468)	(2, 0.02987454171417754)	(3, 0.03919184927850024)	(4, 0.04809505428440859)	(5, 0.05679120801110978)	(6, 0.06468873537515474)	(7, 0.07285247152675177)	(8, 0.08066126262827936)	(9, 0.08835173871311715)	(10, 0.099769137823684)	(12, 0.1135528372680471)	(14, 0.12528081329742471)	(16, 0.1355890091265246)	(18, 0.14605988810357295)	(20, 0.15737376157453625)	(22, 0.16652838599091047)	(24, 0.17562385289893973)	(26, 0.18510384361121093)	(28, 0.19461341307765456)	(30, 0.20295462175428633)	(32, 0.2114289348246941)	(34, 0.22087934678279286)	(36, 0.231010070086858)	(38, 0.2405492183074741)	(40, 0.24979257898636567)	(42, 0.26023387920924157)	(44, 0.2702906556278756)	(46, 0.2803770108006821)	(48, 0.29000489528381557)	(50, 0.29949967537317296)	(52, 0.30897966608544414)	(54, 0.31791244984552497)	(56, 0.32717059990150277)	(58, 0.33669495874503264)	(60, 0.3451101143070955)	(62, 0.3535252698691584)	(64, 0.36256157926884275)	(66, 0.37164225679978585)	(68, 0.38030883177231456)	(70, 0.3889754067448433)	(72, 0.3972130897818715)	(74, 0.4062937673128145)	(76, 0.41581812615634445)	(78, 0.42642210952716886)	(80, 0.43671551597918246)	(82, 0.446934975545765)	(84, 0.4579382720979175)	(86, 0.4679802591394653)	(88, 0.4771053048016671)	(90, 0.48608245669300654)	(92, 0.4946455060259317)	(94, 0.5036374472943574)	(96, 0.5127033354482142)	(98, 0.5218875386187609)	(100, 0.5315302124789807)	(102, 0.5409510456829069)	(104, 0.5505197726576954)	(106, 0.5609610728805714)	(108, 0.5702192229365491)	(110, 0.5798914755509412)	(112, 0.5892235724923502)	(114, 0.5986591950733627)	(116, 0.6078729769980817)	(118, 0.6176043871208188)	(120, 0.6274245335060733)	(122, 0.6377031505810007)	(124, 0.6491797071999125)	(126, 0.6584674360100626)	(128, 0.6679178479681614)	(130, 0.6783739375681236)	(132, 0.6880461901825157)	(134, 0.6978219684365115)	(136, 0.7088252649886639)	(138, 0.7201687172137996)
WTA-55-1_R2_001 - polyg	(1, 0.3463080538510798)	(2, 0.35595072771129954)	(3, 0.36023964706630524)	(4, 0.36520887776727734)	(5, 0.37020768722242187)	(6, 0.37514733916922155)	(7, 0.37973204606595173)	(8, 0.38363644161671556)	(9, 0.38872398733437746)	(10, 0.3948911575793339)	(12, 0.40474088271876074)	(14, 0.4099023753218538)	(16, 0.4126975675911506)	(18, 0.41470892287487743)	(20, 0.4164097012397935)	(22, 0.41782948144007126)	(24, 0.419249261640349)	(26, 0.41998873049466035)	(28, 0.4207134099718854)	(30, 0.4213197744324207)	(32, 0.42165993010540387)	(34, 0.4220000857783871)	(36, 0.42231066269719786)	(38, 0.4225768714847499)	(40, 0.4227543440097846)	(42, 0.4228578696493882)	(44, 0.42299097404316427)	(46, 0.42325718283071634)	(48, 0.4234050766015786)	(50, 0.4234642341099235)	(52, 0.4235677597495271)	(54, 0.4236712853891307)	(56, 0.42370086414330316)	(58, 0.42381917915999295)	(60, 0.4240114410621139)	(62, 0.4240410198162864)	(64, 0.42410017732463123)	(66, 0.42414454545589)	(68, 0.42435159673509715)	(70, 0.4244551223747007)	(72, 0.42463259489973537)	(74, 0.4246917524080803)	(76, 0.42472133116225275)	(78, 0.4247804886705977)	(80, 0.4248988036872875)	(82, 0.4249431718185462)	(84, 0.4250171187039773)	(86, 0.42531290624570184)	(88, 0.4256678512957712)	(90, 0.425978428214582)	(92, 0.4263481626417377)	(94, 0.42654042454385865)	(96, 0.42667352893763466)	(98, 0.42677705457723825)	(100, 0.4269101589710143)	(102, 0.427087631496049)	(104, 0.4272355252669113)	(106, 0.4274573659232047)	(108, 0.4276939959565843)	(110, 0.4280341516295675)	(112, 0.42816725602334355)	(114, 0.4283151497942058)	(116, 0.42861093733593036)	(118, 0.4289954611401723)	(120, 0.42932082743606925)	(122, 0.42945393182984526)	(124, 0.429764508748656)	(126, 0.43007508566746677)	(128, 0.43041524134044995)	(130, 0.4306962395050883)	(132, 0.43100681642389904)	(134, 0.4314800764906583)	(136, 0.4319533365574175)	(138, 0.43241180724709055)
WTA-55-2_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 9.93811864788583e-05)	(9, 9.93811864788583e-05)	(10, 0.00013250824863847774)	(12, 0.00014907177971828746)	(14, 0.0001656353107980972)	(16, 0.0001656353107980972)	(18, 0.0001656353107980972)	(20, 0.00019876237295771664)	(22, 0.00023188943511733606)	(24, 0.00024845296619714575)	(26, 0.00031470709051638465)	(28, 0.0003643976837558138)	(30, 0.0003975247459154332)	(32, 0.00046377887023467206)	(34, 0.0005134694634741012)	(36, 0.0005962871188731499)	(38, 0.0007122318364318179)	(40, 0.0007287953675116276)	(42, 0.0008778671472299151)	(44, 0.0009772483337087733)	(46, 0.0010269389269482025)	(48, 0.0011428836445068705)	(50, 0.001291955424225158)	(52, 0.0015404083904223037)	(54, 0.0016729166390607815)	(56, 0.001888242543098308)	(58, 0.0019544966674175466)	(60, 0.0021366955092954536)	(62, 0.002219513164694502)	(64, 0.0024514025998118383)	(66, 0.002766109690328223)	(68, 0.0030808167808446074)	(70, 0.0034286509335206116)	(72, 0.0038593027415956644)	(74, 0.00405806511455338)	(76, 0.004405899267229385)	(78, 0.005051876979341964)	(80, 0.005730981753614163)	(82, 0.006476340652205599)	(84, 0.007155445426477798)	(86, 0.008033312573707714)	(88, 0.009225886811454014)	(90, 0.010285952800561835)	(92, 0.012008560032862044)	(94, 0.013847111982720924)	(96, 0.015801608650138473)	(98, 0.018087375939152214)	(100, 0.021350391561874727)	(102, 0.024994368399432865)	(104, 0.029168378231544913)	(106, 0.03319331628393868)	(108, 0.03841082857407874)	(110, 0.04458902566684776)	(112, 0.05126412869201108)	(114, 0.05870115414684564)	(116, 0.06766202446102271)	(118, 0.077036983052195)	(120, 0.08839956537294447)	(122, 0.10068970543416328)	(124, 0.11461963507228326)	(126, 0.12990777425894762)	(128, 0.14620628884148038)	(130, 0.16513840486570291)	(132, 0.1848986974439159)	(134, 0.20669630434494546)	(136, 0.22978586667020023)	(138, 0.25633720699113516)
WTA-55-2_R1_001 - polya	(1, 0.01706043701220401)	(2, 0.023718976506287518)	(3, 0.03286204566234248)	(4, 0.041243192388726195)	(5, 0.04906117905839639)	(6, 0.057442325784780104)	(7, 0.0656247101382061)	(8, 0.07291266381332238)	(9, 0.08013436336411942)	(10, 0.09167914452674679)	(12, 0.10474777054871666)	(14, 0.11741887182477109)	(16, 0.12871520002120132)	(18, 0.1410881577378192)	(20, 0.15213603296805225)	(22, 0.1619416433672996)	(24, 0.17100189486795553)	(26, 0.18128784766851735)	(28, 0.19170630871771766)	(30, 0.20308545456954696)	(32, 0.2140836392065406)	(34, 0.22518120503001313)	(36, 0.23513588720897877)	(38, 0.2438979951501981)	(40, 0.25355453376972714)	(42, 0.2646852266553593)	(44, 0.2757331018855924)	(46, 0.28630063471451095)	(48, 0.2967853498880305)	(50, 0.3072866285926299)	(52, 0.3186989015066188)	(54, 0.3271959929505612)	(56, 0.33658751507281326)	(58, 0.34647594312745966)	(60, 0.355850901718632)	(62, 0.366203108643513)	(64, 0.3770356579697086)	(66, 0.38843136735261774)	(68, 0.40000927557740473)	(70, 0.41238223329402257)	(72, 0.42362887089721335)	(74, 0.4347430002517657)	(76, 0.44726502974810184)	(78, 0.4592735897809639)	(80, 0.469360780208568)	(82, 0.47994487656856644)	(84, 0.49028051996236766)	(86, 0.5011793234128825)	(88, 0.5123762704228338)	(90, 0.5226456596923159)	(92, 0.5332297560523143)	(94, 0.5432341288245193)	(96, 0.554050114619635)	(98, 0.5661580558389759)	(100, 0.577636582877284)	(102, 0.5894132534750288)	(104, 0.6012230511349332)	(106, 0.614738892496058)	(108, 0.6262836736586852)	(110, 0.6388719572793407)	(112, 0.6508473902500431)	(114, 0.6614480501411213)	(116, 0.6730259583659083)	(118, 0.6843057230312587)	(120, 0.6966621172167968)	(122, 0.7093166549617713)	(124, 0.7223355903905018)	(126, 0.7335491009315329)	(128, 0.7465017822359442)	(130, 0.7584275246134071)	(132, 0.7703201399287105)	(134, 0.7813514516278639)	(136, 0.7936912822823221)	(138, 0.8049544834165927)
WTA-55-2_R2_001 - illumina_universal_adapter	(1, 3.3127062159619435e-05)	(2, 3.3127062159619435e-05)	(3, 3.3127062159619435e-05)	(4, 3.3127062159619435e-05)	(5, 3.3127062159619435e-05)	(6, 3.3127062159619435e-05)	(7, 3.3127062159619435e-05)	(8, 3.3127062159619435e-05)	(9, 3.3127062159619435e-05)	(10, 6.625412431923887e-05)	(12, 9.93811864788583e-05)	(14, 0.00013250824863847774)	(16, 0.00013250824863847774)	(18, 0.00013250824863847774)	(20, 0.0001821988418779069)	(22, 0.00023188943511733606)	(24, 0.00023188943511733606)	(26, 0.0002815800283567652)	(28, 0.0003312706215961944)	(30, 0.0003643976837558138)	(32, 0.00043065180807505267)	(34, 0.0004472153391548624)	(36, 0.0005134694634741012)	(38, 0.000645977712112579)	(40, 0.0006956683053520082)	(42, 0.0008447400850702956)	(44, 0.0009275577404693442)	(46, 0.000944121271549154)	(48, 0.0010269389269482025)	(50, 0.0011925742377462997)	(52, 0.0014410272039434456)	(54, 0.0015900989836617329)	(56, 0.001821988418779069)	(58, 0.0018716790120184982)	(60, 0.002053877853896405)	(62, 0.002120131978215644)	(64, 0.0025010931930512675)	(66, 0.002782673221408033)	(68, 0.003163634436243656)	(70, 0.0036274133064783283)	(72, 0.0040083745213139515)	(74, 0.004356208673989956)	(76, 0.004737169888825579)	(78, 0.005399711132017968)	(80, 0.006161633561689215)	(82, 0.0068738653981210325)	(84, 0.0075364066413134215)	(86, 0.008497091443942385)	(88, 0.009888428054646401)	(90, 0.011014748168073463)	(92, 0.012753918931453483)	(94, 0.014625597943471982)	(96, 0.016563531079809717)	(98, 0.01896524308638213)	(100, 0.02234420342666331)	(102, 0.026120688512859924)	(104, 0.030460333655770073)	(106, 0.034568089363562884)	(108, 0.039868419309101996)	(110, 0.046046616401871014)	(112, 0.052903918268912234)	(114, 0.06065565081426319)	(116, 0.06959995759736043)	(118, 0.07922336915472988)	(120, 0.09071845972411782)	(122, 0.10300859978533664)	(124, 0.11720354592073357)	(126, 0.13269044748035563)	(128, 0.14930366915340482)	(130, 0.16816953105330806)	(132, 0.1878138789139624)	(134, 0.20971086700147085)	(136, 0.23258510342268807)	(138, 0.25898737196390476)
WTA-55-2_R2_001 - polya	(1, 0.02166509865239111)	(2, 0.032166377356990475)	(3, 0.04170697125896087)	(4, 0.05141320047172936)	(5, 0.06145070030609406)	(6, 0.07102442127022407)	(7, 0.07887553500205388)	(8, 0.08719042760411835)	(9, 0.0954390660818636)	(10, 0.10638756012561781)	(12, 0.1203174897637378)	(14, 0.13355175109650574)	(16, 0.1453449852253303)	(18, 0.15619409808260565)	(20, 0.1664966144142473)	(22, 0.1774119813958419)	(24, 0.18774762478964316)	(26, 0.1980501411212848)	(28, 0.2084520386394053)	(30, 0.21787668782381703)	(32, 0.2282454582797779)	(34, 0.2399558747532034)	(36, 0.2505730981753614)	(38, 0.25981554851789523)	(40, 0.26897518120503006)	(42, 0.27970834934474675)	(44, 0.2906237163263413)	(46, 0.3007937244093445)	(48, 0.3109968595545073)	(50, 0.31914611684577365)	(52, 0.32840513071938726)	(54, 0.3374653822200432)	(56, 0.34708879377741264)	(58, 0.35845137609816213)	(60, 0.36820729590417)	(62, 0.3780129063034174)	(64, 0.38856387560125616)	(66, 0.39843574012482275)	(68, 0.4078438257781547)	(70, 0.4177488173638809)	(72, 0.4278194442604052)	(74, 0.4393973524851922)	(76, 0.45072680774378204)	(78, 0.46044960048763034)	(80, 0.4700233214517604)	(82, 0.48054116368743954)	(84, 0.49122464123391685)	(86, 0.5014112128479998)	(88, 0.5115480938688433)	(90, 0.5219499913869639)	(92, 0.5311261876051784)	(94, 0.5414121404057403)	(96, 0.5510189884320299)	(98, 0.5612221235771926)	(100, 0.5721540540898671)	(102, 0.5831853657890204)	(104, 0.593570699776061)	(106, 0.6045854479441346)	(108, 0.6153517431460108)	(110, 0.6257370771330515)	(112, 0.6364039911484489)	(114, 0.6452489167450673)	(116, 0.6543091682457233)	(118, 0.6650423363854401)	(120, 0.6748313832536075)	(122, 0.6846535571839347)	(124, 0.6964467913127592)	(126, 0.7073290312321943)	(128, 0.718923502988061)	(130, 0.7297229252520969)	(132, 0.7404064027985742)	(134, 0.750261703791061)	(136, 0.7617733578915287)	(138, 0.7729371778393206)
WTA-55-2_R2_001 - polyg	(1, 0.22976930313912042)	(2, 0.2362290802602462)	(3, 0.2394755323518889)	(4, 0.24298700094080858)	(5, 0.24550465766493965)	(6, 0.24818794969986882)	(7, 0.2507056064239999)	(8, 0.25335577139676946)	(9, 0.25620469874249674)	(10, 0.26003087442193273)	(12, 0.26615938092146235)	(14, 0.26887580001855116)	(16, 0.27036651781573406)	(18, 0.27195661679939576)	(20, 0.27300011925742373)	(22, 0.2738282958114142)	(24, 0.27490492533160193)	(26, 0.27555090304371443)	(28, 0.27604780897610876)	(30, 0.2764784607841838)	(32, 0.2767103502193011)	(34, 0.2771244384962964)	(36, 0.27760478089761087)	(38, 0.27782010680164837)	(40, 0.27798574211244653)	(42, 0.27805199623676574)	(44, 0.2780851232989254)	(46, 0.27823419507864366)	(48, 0.2783004492029629)	(50, 0.2783832668583619)	(52, 0.27841639392052153)	(54, 0.2784992115759206)	(56, 0.27854890216916006)	(58, 0.27861515629347927)	(60, 0.2786814104177985)	(62, 0.27873110101103793)	(64, 0.2788304821975168)	(66, 0.2788636092596764)	(68, 0.27894642691507543)	(70, 0.2790292445704745)	(72, 0.2790954986947938)	(74, 0.2791286257569534)	(76, 0.2791783163501928)	(78, 0.2792611340055918)	(80, 0.27929426106775146)	(82, 0.2793936422542303)	(84, 0.2795427140339486)	(86, 0.27969178581366694)	(88, 0.2798905481866246)	(90, 0.2800727470285025)	(92, 0.2803211999946996)	(94, 0.2805365258987372)	(96, 0.2808015423960142)	(98, 0.28109968595545076)	(100, 0.28129844832840845)	(102, 0.2814806471702863)	(104, 0.28162971895000466)	(106, 0.2816462824810844)	(108, 0.2817125366054037)	(110, 0.28184504485404216)	(112, 0.2820769342891595)	(114, 0.28230882372427685)	(116, 0.28254071315939416)	(118, 0.28288854731207014)	(120, 0.2830376190917885)	(122, 0.28321981793366635)	(124, 0.28338545324446446)	(126, 0.2835013979620231)	(128, 0.28370016033498086)	(130, 0.28408112154981646)	(132, 0.2845117733578916)	(134, 0.28471053573084926)	(136, 0.28504180635244547)	(138, 0.28533994991188205)
WTA-55-3_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 4.325691086827002e-05)	(22, 5.767588115769336e-05)	(24, 8.651382173654004e-05)	(26, 0.0001441897028942334)	(28, 0.00017302764347308007)	(30, 0.0001874466137625034)	(32, 0.0003172173463673135)	(34, 0.0004037311681038535)	(36, 0.00043256910868270015)	(38, 0.0005190829304192403)	(40, 0.0006632726333134736)	(42, 0.0007930433659182836)	(44, 0.0008795571876548237)	(46, 0.0010381658608384805)	(48, 0.001225612474600984)	(50, 0.0013265452666269472)	(52, 0.0014274780586529105)	(54, 0.001614924672415414)	(56, 0.0016581815832836838)	(58, 0.0018456281970461875)	(60, 0.0020042368702298443)	(62, 0.0023791300977548512)	(64, 0.002638671562964471)	(66, 0.002883794057884668)	(68, 0.003143335523094288)	(70, 0.003604742572355835)	(72, 0.003994054770170265)	(74, 0.004513137700589505)	(76, 0.0051475723933241315)	(78, 0.005955034729531839)	(80, 0.00677691603602897)	(82, 0.00790159571860399)	(84, 0.00906953231204728)	(86, 0.010742132865620388)	(88, 0.012631017973534844)	(90, 0.014591997932896419)	(92, 0.01691345214949358)	(94, 0.019710732385641704)	(96, 0.022695459235552336)	(98, 0.02673277091659087)	(100, 0.03146219317152173)	(102, 0.036739536297450665)	(104, 0.04220432603714211)	(106, 0.048606348845646075)	(108, 0.05679632397003853)	(110, 0.06523142158935119)	(112, 0.07476236095066002)	(114, 0.08501424882644001)	(116, 0.09796248414634216)	(118, 0.11093955740682318)	(120, 0.12556039328029844)	(122, 0.14095985354940255)	(124, 0.15845006451047305)	(126, 0.17754078117366956)	(128, 0.19784269134117763)	(130, 0.21951440368618091)	(132, 0.24202241630797075)	(134, 0.267270033284751)	(136, 0.2937721006767111)	(138, 0.32124023907806254)
WTA-55-3_R1_001 - polya	(1, 0.01545713615026182)	(2, 0.023416407750023502)	(3, 0.03091427230052364)	(4, 0.038152595385814156)	(5, 0.046659787856573924)	(6, 0.05551303561427986)	(7, 0.06191505842278382)	(8, 0.06825940535013009)	(9, 0.07460375227747636)	(10, 0.08412027266849575)	(12, 0.09641965432537387)	(14, 0.10667154220115385)	(16, 0.11680807831461848)	(18, 0.12613715209187537)	(20, 0.13599972776984093)	(22, 0.1461218449130161)	(24, 0.15464345635406532)	(26, 0.16447719409145203)	(28, 0.173979295512182)	(30, 0.18353907281406967)	(32, 0.19366118995724485)	(34, 0.20329306211057968)	(36, 0.21220398574944327)	(38, 0.22176376305133094)	(40, 0.23138121623437632)	(42, 0.24195032145652362)	(44, 0.2515533556692796)	(46, 0.2620071091291115)	(48, 0.27175433304476165)	(50, 0.28141504313867527)	(52, 0.2897780459065409)	(54, 0.29868896954540447)	(56, 0.3082199089067133)	(58, 0.3177220103274433)	(60, 0.326431068382255)	(62, 0.33668295625803496)	(64, 0.3464445991439746)	(66, 0.35606205232701993)	(68, 0.3661553315296163)	(70, 0.3761188399996078)	(72, 0.38694748668696477)	(74, 0.3967379675134832)	(76, 0.4072926537653411)	(78, 0.41662172754259796)	(80, 0.4269745482104039)	(82, 0.4371110843238685)	(84, 0.4473918101402274)	(86, 0.45716787199645637)	(88, 0.46705928561500076)	(90, 0.47875307051972316)	(92, 0.48888960663318776)	(94, 0.49844938393507543)	(96, 0.5082254457913045)	(98, 0.5185205905779526)	(100, 0.5291041147703894)	(102, 0.5389811094186444)	(104, 0.5482380883444542)	(106, 0.5597011697245458)	(108, 0.5697511920162739)	(110, 0.5801472695949481)	(112, 0.5919852442025646)	(114, 0.6025687683950014)	(116, 0.6118113283505218)	(118, 0.6226688129784574)	(120, 0.634506787586074)	(122, 0.6467773313023732)	(124, 0.6576203969600196)	(126, 0.667814608954642)	(128, 0.6788595401963402)	(130, 0.6904956492199048)	(132, 0.7012810389963935)	(134, 0.7130757566931418)	(136, 0.7246686088058382)	(138, 0.7352521329982749)
WTA-55-3_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 8.651382173654004e-05)	(3, 8.651382173654004e-05)	(4, 8.651382173654004e-05)	(5, 8.651382173654004e-05)	(6, 8.651382173654004e-05)	(7, 8.651382173654004e-05)	(8, 8.651382173654004e-05)	(9, 8.651382173654004e-05)	(10, 8.651382173654004e-05)	(12, 0.00011535176231538672)	(14, 0.00011535176231538672)	(16, 0.00012977073260481007)	(18, 0.00017302764347308007)	(20, 0.00021628455434135008)	(22, 0.00023070352463077344)	(24, 0.0002595414652096201)	(26, 0.00030279837607789014)	(28, 0.0003316363166567368)	(30, 0.00034605528694616014)	(32, 0.0004758260195509702)	(34, 0.0006055967521557803)	(36, 0.000677691603602897)	(38, 0.0007930433659182836)	(40, 0.0009660710093913638)	(42, 0.0011535176231538672)	(44, 0.0012832883557586773)	(46, 0.0013409642369163707)	(48, 0.0014707349695211806)	(50, 0.0015860867318365673)	(52, 0.001701438494151954)	(54, 0.0018167902564673408)	(56, 0.0018600471673356107)	(58, 0.0020330748108086908)	(60, 0.002249359365150041)	(62, 0.0027251853847010113)	(64, 0.0030279837607789014)	(66, 0.003359620077435638)	(68, 0.003662418453513528)	(70, 0.004181501383932768)	(72, 0.004556394611457775)	(74, 0.0051187344527452855)	(76, 0.00573875017519049)	(78, 0.0065173745708193495)	(80, 0.007425769699053019)	(82, 0.008622544233075156)	(84, 0.009819318767097294)	(86, 0.011535176231538671)	(88, 0.013395223398874282)	(90, 0.015341784387946433)	(92, 0.017634400663964746)	(94, 0.020402842959534026)	(96, 0.02348850260147062)	(98, 0.027655585015113966)	(100, 0.03237058829975539)	(102, 0.037676769366263185)	(104, 0.04331458674942771)	(106, 0.049846380290536486)	(108, 0.05809403129608663)	(110, 0.06644261509366275)	(112, 0.07608890621728696)	(114, 0.0867445252611708)	(116, 0.09979369337309893)	(118, 0.11292937530676359)	(120, 0.12785300955631676)	(122, 0.1432668887957103)	(124, 0.16093012740025386)	(126, 0.1802948044989494)	(128, 0.20051020084472096)	(130, 0.22231168392232903)	(132, 0.2448196965441189)	(134, 0.26985102896655777)	(136, 0.29594936519041404)	(138, 0.3228119068396097)
WTA-55-3_R2_001 - polya	(1, 0.020157720464613827)	(2, 0.028780264697688986)	(3, 0.03789305392060453)	(4, 0.04562162199573545)	(5, 0.054763249159229845)	(6, 0.06327044162998961)	(7, 0.07125855117033014)	(8, 0.0790736330671976)	(9, 0.0855044938162804)	(10, 0.09806341693836812)	(12, 0.11259773899010686)	(14, 0.12365708920209456)	(16, 0.13364943561266493)	(18, 0.14313711806310547)	(20, 0.15275457124615086)	(22, 0.1628045935378789)	(24, 0.1719894776122416)	(26, 0.18245765004236292)	(28, 0.19304117423479966)	(30, 0.20287491197218638)	(32, 0.2131267998479664)	(34, 0.22345078257519346)	(36, 0.23352964280750038)	(38, 0.2425991751195477)	(40, 0.2523896559460661)	(42, 0.26141593134724517)	(44, 0.2703412739563982)	(46, 0.28030478242638973)	(48, 0.2890138404812014)	(50, 0.29906386277292946)	(52, 0.3071817430458748)	(54, 0.3159773149224231)	(56, 0.3266329339663069)	(58, 0.336582023466009)	(60, 0.3452478246099524)	(62, 0.3542452620705526)	(64, 0.36302641497681143)	(66, 0.37203827140770096)	(68, 0.3809780329871435)	(70, 0.38994663250716477)	(72, 0.3999822358286034)	(74, 0.4103783134072777)	(76, 0.4210483514214509)	(78, 0.42994485609002514)	(80, 0.43863949517454737)	(82, 0.44822811041701394)	(84, 0.4583358085898997)	(86, 0.46871746719828444)	(88, 0.4775130390748327)	(90, 0.48785144077234927)	(92, 0.49818984246986575)	(94, 0.5070863471384399)	(96, 0.5158963379852777)	(98, 0.52684033643495)	(100, 0.5354484616977357)	(102, 0.5446477647423877)	(104, 0.5536740401435668)	(106, 0.5638249952273209)	(108, 0.5738173416378911)	(110, 0.5834203758506471)	(112, 0.5933838843206387)	(114, 0.6037367049884447)	(116, 0.6141039446265399)	(118, 0.6234185994335075)	(120, 0.6330793095274211)	(122, 0.6419181383148376)	(124, 0.6528765557347993)	(126, 0.6615567758490322)	(128, 0.67336591251607)	(130, 0.6840215315599538)	(132, 0.6944320281089174)	(134, 0.704395536578909)	(136, 0.7138543810887708)	(138, 0.7231257789848698)
WTA-55-3_R2_001 - polyg	(1, 0.13778768008572942)	(2, 0.14219988499429298)	(3, 0.144449244359443)	(4, 0.1462948725564892)	(5, 0.14822701457527193)	(6, 0.14989961512884503)	(7, 0.15137035009836622)	(8, 0.15269689536499317)	(9, 0.15434065797798743)	(10, 0.15656117940255862)	(12, 0.15973335286623175)	(14, 0.16170875179588273)	(16, 0.1627324986864318)	(18, 0.16358321793350777)	(20, 0.16434742335884722)	(22, 0.16475115452695105)	(24, 0.16522698054650203)	(26, 0.16548652201171166)	(28, 0.16586141523923667)	(30, 0.16606328082328858)	(32, 0.16642375508052418)	(34, 0.16664003963486554)	(36, 0.16671213448631264)	(38, 0.16685632418920687)	(40, 0.166928419040654)	(42, 0.16698609492181168)	(44, 0.16702935183267997)	(46, 0.16710144668412708)	(48, 0.16714470359499534)	(50, 0.16726005535731073)	(52, 0.16728889329788957)	(54, 0.1673609881493367)	(56, 0.16744750197107325)	(58, 0.16750517785223093)	(60, 0.16762052961454632)	(62, 0.16766378652541458)	(64, 0.16772146240657226)	(66, 0.16776471931744055)	(68, 0.16780797622830881)	(70, 0.16783681416888768)	(72, 0.16786565210946652)	(74, 0.16799542284207133)	(76, 0.168154031515255)	(78, 0.168154031515255)	(80, 0.16818286945583383)	(82, 0.16821170739641267)	(84, 0.16825496430728093)	(86, 0.1683414781290175)	(88, 0.16851450577249055)	(90, 0.1686586954753848)	(92, 0.16881730414856844)	(94, 0.16899033179204154)	(96, 0.16926429222754058)	(98, 0.1694517388413031)	(100, 0.1695959285441973)	(102, 0.16974011824709154)	(104, 0.16979779412824925)	(106, 0.1699131458905646)	(108, 0.17012943044490597)	(110, 0.17028803911808965)	(112, 0.17051874264272043)	(114, 0.1708071220485089)	(116, 0.17110992042458678)	(118, 0.17129736703834927)	(120, 0.17154248953326945)	(122, 0.1717443551173214)	(124, 0.17203273452310985)	(126, 0.17226343804774064)	(128, 0.17250856054266084)	(130, 0.17271042612671275)	(132, 0.17288345377018582)	(134, 0.17330160390857913)	(136, 0.17363324022523585)	(138, 0.17405139036362913)
