w303_gene_id	locus_tag	sc_gene_id	std_gene_name	erg_name	w303_scaffold	chromosome_id	start	end	strand	product
W3030B00970	W303_0B00970		YBL019W		w303_scaffold_2	CM007965.1	186190	187752	+	hypothetical protein
W3030B00980	W303_0B00980		YBL018C		w303_scaffold_2	CM007965.1	187835	188311	-	hypothetical protein
W3030B00990	W303_0B00990		YBL017C		w303_scaffold_2	CM007965.1	188681	193420	-	hypothetical protein
W3030B01000	W303_0B01000		YBL016W		w303_scaffold_2	CM007965.1	194288	195349	+	hypothetical protein
W3030B01010	W303_0B01010		YBL015W		w303_scaffold_2	CM007965.1	195957	197537	+	hypothetical protein
W3030Btrna9I					w303_scaffold_2	CM007965.1	199329	199402	+	
W3030Btrna11G					w303_scaffold_2	CM007965.1	199464	199534	-	
W3030B01020	W303_0B01020		YBL014C		w303_scaffold_2	CM007965.1	200899	203583	-	hypothetical protein
W3030B01030	W303_0B01030		YBL013W		w303_scaffold_2	CM007965.1	203891	205096	+	hypothetical protein
W3030B01040	W303_0B01040		YBL011W		w303_scaffold_2	CM007965.1	205373	207652	+	hypothetical protein
W3030B01050	W303_0B01050		YBL010C		w303_scaffold_2	CM007965.1	207942	208784	-	hypothetical protein
W3030B01060	W303_0B01060		YBL009W		w303_scaffold_2	CM007965.1	209029	211059	+	hypothetical protein
W3030B01070	W303_0B01070		YBL008W		w303_scaffold_2	CM007965.1	211488	214010	+	hypothetical protein
W3030B01080	W303_0B01080		YBL007C		w303_scaffold_2	CM007965.1	214467	218201	-	hypothetical protein
W3030B01090	W303_0B01090		YBL006C		w303_scaffold_2	CM007965.1	218422	218964	-	hypothetical protein
W3030B01100	W303_0B01100		YBL005W		w303_scaffold_2	CM007965.1	219305	222235	+	hypothetical protein
W3030B01110	W303_0B01110				w303_scaffold_2	CM007965.1	224964	227438	+	hypothetical protein
W3030B01120	W303_0B01120				w303_scaffold_2	CM007965.1	227471	228397	+	hypothetical protein
W3030Btrna8S					w303_scaffold_2	CM007965.1	228874	228955	+	
W3030B01130	W303_0B01130		YBL004W		w303_scaffold_2	CM007965.1	229435	236916	+	hypothetical protein
W3030B01140	W303_0B01140		YBL003C		w303_scaffold_2	CM007965.1	237193	237591	-	hypothetical protein
W3030B01150	W303_0B01150		YBL002W		w303_scaffold_2	CM007965.1	238291	238686	+	hypothetical protein
W3030B01160	W303_0B01160		YBL001C		w303_scaffold_2	CM007965.1	238952	239266	-	hypothetical protein
W3030B01170	W303_0B01170		YBR001C		w303_scaffold_2	CM007965.1	240740	243082	-	hypothetical protein
W3030B01180	W303_0B01180		YBR002C		w303_scaffold_2	CM007965.1	243507	244367	-	hypothetical protein
W3030B01190	W303_0B01190		YBR003W		w303_scaffold_2	CM007965.1	244608	246029	+	hypothetical protein
W3030B01200	W303_0B01200		YBR004C		w303_scaffold_2	CM007965.1	246165	247466	-	hypothetical protein
W3030B01210	W303_0B01210		YBR005W		w303_scaffold_2	CM007965.1	247705	248346	+	hypothetical protein
W3030B01220	W303_0B01220		YBR006W		w303_scaffold_2	CM007965.1	248809	250302	+	hypothetical protein
W3030B01230	W303_0B01230		YBR007C		w303_scaffold_2	CM007965.1	250605	252815	-	hypothetical protein
W3030B01240	W303_0B01240		YBR008C		w303_scaffold_2	CM007965.1	254361	256007	-	hypothetical protein
W3030B01250	W303_0B01250		YBR009C		w303_scaffold_2	CM007965.1	257171	257482	-	hypothetical protein
W3030B01260	W303_0B01260		YBR010W		w303_scaffold_2	CM007965.1	258130	258540	+	hypothetical protein
W3030B01270	W303_0B01270		YBR011C		w303_scaffold_2	CM007965.1	258912	259775	-	hypothetical protein
W3030Btrna8T					w303_scaffold_2	CM007965.1	260922	260994	+	
W3030B01280	W303_0B01280		YBR014C		w303_scaffold_2	CM007965.1	261270	261881	-	hypothetical protein
W3030B01290	W303_0B01290		YBR015C		w303_scaffold_2	CM007965.1	262256	264049	-	hypothetical protein
W3030B01300	W303_0B01300		YDL012C		w303_scaffold_2	CM007965.1	264793	265191	+	hypothetical protein
W3030B01310	W303_0B01310		YBR017C		w303_scaffold_2	CM007965.1	265501	268260	-	hypothetical protein
W3030B01320	W303_0B01320		YBR018C		w303_scaffold_2	CM007965.1	268984	270084	-	hypothetical protein
W3030B01330	W303_0B01330		YBR019C		w303_scaffold_2	CM007965.1	270810	272909	-	hypothetical protein
W3030B01340	W303_0B01340		YBR020W		w303_scaffold_2	CM007965.1	273578	275164	+	hypothetical protein
W3030B01350	W303_0B01350		YBR021W		w303_scaffold_2	CM007965.1	276000	277901	+	hypothetical protein
W3030B01360	W303_0B01360		YBR022W		w303_scaffold_2	CM007965.1	278295	278828	+	hypothetical protein
W3030B01370	W303_0B01370		YBR023C		w303_scaffold_2	CM007965.1	278985	282482	-	hypothetical protein
W3030B01380	W303_0B01380		YBR024W		w303_scaffold_2	CM007965.1	284002	284907	+	hypothetical protein
W3030B01390	W303_0B01390		YBR025C		w303_scaffold_2	CM007965.1	285238	286422	-	hypothetical protein
W3030B01400	W303_0B01400		YBR026C		w303_scaffold_2	CM007965.1	287434	288576	-	hypothetical protein
W3030B01410	W303_0B01410		YBR028C		w303_scaffold_2	CM007965.1	288982	290559	-	hypothetical protein
W3030B01420	W303_0B01420		YBR029C		w303_scaffold_2	CM007965.1	290925	292298	-	hypothetical protein
W3030B01430	W303_0B01430		YBR030W		w303_scaffold_2	CM007965.1	292848	294518	+	hypothetical protein
W3030B01440	W303_0B01440		YBR031W		w303_scaffold_2	CM007965.1	294728	295816	+	hypothetical protein
W3030B01450	W303_0B01450		YBR033W		w303_scaffold_2	CM007965.1	296506	299265	+	hypothetical protein
W3030B01460	W303_0B01460		YBR034C		w303_scaffold_2	CM007965.1	299492	300538	-	hypothetical protein
W3030B01470	W303_0B01470		YBR035C		w303_scaffold_2	CM007965.1	300831	301517	-	hypothetical protein
W3030B01480	W303_0B01480		YBR036C		w303_scaffold_2	CM007965.1	303642	304874	-	hypothetical protein
W3030B01490	W303_0B01490		YBR024W		w303_scaffold_2	CM007965.1	305126	306013	-	hypothetical protein
W3030B01500	W303_0B01500		YBR038W		w303_scaffold_2	CM007965.1	306459	309350	+	hypothetical protein
W3030B01510	W303_0B01510		YBR039W		w303_scaffold_2	CM007965.1	310136	311071	+	hypothetical protein
W3030B01520	W303_0B01520		YBR040W		w303_scaffold_2	CM007965.1	311529	312425	+	hypothetical protein
W3030B01530	W303_0B01530		YBR041W		w303_scaffold_2	CM007965.1	312827	314836	+	hypothetical protein
W3030B01540	W303_0B01540		YBR042C		w303_scaffold_2	CM007965.1	314977	316170	-	hypothetical protein
W3030B01550	W303_0B01550		YBR043C		w303_scaffold_2	CM007965.1	316437	318506	-	hypothetical protein
W3030B01560	W303_0B01560		YBR044C		w303_scaffold_2	CM007965.1	318902	320620	-	hypothetical protein
W3030Btrna9V					w303_scaffold_2	CM007965.1	321353	321426	-	
W3030B01570	W303_0B01570				w303_scaffold_2	CM007965.1	326373	327695	-	hypothetical protein
W3030B01580	W303_0B01580		YBR045C		w303_scaffold_2	CM007965.1	329231	330577	-	hypothetical protein
W3030B01590	W303_0B01590		YBR046C		w303_scaffold_2	CM007965.1	330993	331997	-	hypothetical protein
W3030B01600	W303_0B01600				w303_scaffold_2	CM007965.1	332326	334017	-	hypothetical protein
W3030B01610	W303_0B01610				w303_scaffold_2	CM007965.1	334350	335630	-	hypothetical protein
W3030B01620	W303_0B01620				w303_scaffold_2	CM007965.1	336592	338511	-	hypothetical protein
W3030B01630	W303_0B01630				w303_scaffold_2	CM007965.1	338925	339929	-	hypothetical protein
W3030B01640	W303_0B01640		YBR047W		w303_scaffold_2	CM007965.1	340251	340778	+	hypothetical protein
W3030B01650	W303_0B01650		YBR048W		w303_scaffold_2	CM007965.1	341786	342229	+	hypothetical protein
W3030B01660	W303_0B01660		YBR049C		w303_scaffold_2	CM007965.1	342802	345234	-	hypothetical protein
W3030B01670	W303_0B01670				w303_scaffold_2	CM007965.1	345574	347493	-	hypothetical protein
W3030B01680	W303_0B01680				w303_scaffold_2	CM007965.1	349234	349761	+	hypothetical protein
W3030B01690	W303_0B01690				w303_scaffold_2	CM007965.1	351787	354219	-	hypothetical protein
W3030B01700	W303_0B01700		YDR028C		w303_scaffold_2	CM007965.1	354584	355600	-	hypothetical protein
W3030B01710	W303_0B01710		YBR052C		w303_scaffold_2	CM007965.1	356121	356753	-	hypothetical protein
W3030B01720	W303_0B01720		YBR053C		w303_scaffold_2	CM007965.1	357076	358152	-	hypothetical protein
W3030B01730	W303_0B01730		YBR054W		w303_scaffold_2	CM007965.1	360502	361536	+	hypothetical protein
W3030B01740	W303_0B01740		YBR055C		w303_scaffold_2	CM007965.1	362003	364702	-	hypothetical protein
W3030Btrna14L					w303_scaffold_2	CM007965.1	365004	365087	+	
W3030B01750	W303_0B01750		YBR056W		w303_scaffold_2	CM007965.1	365280	366785	+	hypothetical protein
W3030Btrna2Q					w303_scaffold_2	CM007965.1	368227	368298	+	
W3030B01760	W303_0B01760		YBR057C		w303_scaffold_2	CM007965.1	369593	370693	-	hypothetical protein
W3030B01770	W303_0B01770		YBR058C		w303_scaffold_2	CM007965.1	371074	373485	-	hypothetical protein
W3030B01780	W303_0B01780		YBR058C		w303_scaffold_2	CM007965.1	373726	373968	-	hypothetical protein
W3030B01790	W303_0B01790		YBR059C		w303_scaffold_2	CM007965.1	374263	377589	-	hypothetical protein
W3030B01800	W303_0B01800		YBR060C		w303_scaffold_2	CM007965.1	378054	379916	-	hypothetical protein
W3030B01810	W303_0B01810		YBR061C		w303_scaffold_2	CM007965.1	382189	383121	-	hypothetical protein
W3030B01820	W303_0B01820		YBR062C		w303_scaffold_2	CM007965.1	383378	383725	-	hypothetical protein
W3030B01830	W303_0B01830		YBR063C		w303_scaffold_2	CM007965.1	384372	385586	-	hypothetical protein
W3030B01840	W303_0B01840		YBR065C		w303_scaffold_2	CM007965.1	385986	387080	-	hypothetical protein
W3030B01850	W303_0B01850		YBR066C		w303_scaffold_2	CM007965.1	387439	388101	-	hypothetical protein
W3030B01860	W303_0B01860		YBR067C		w303_scaffold_2	CM007965.1	389505	390137	-	hypothetical protein
W3030B01870	W303_0B01870		YBR068C		w303_scaffold_2	CM007965.1	391263	393092	-	hypothetical protein
W3030B01880	W303_0B01880		YBR069C		w303_scaffold_2	CM007965.1	393976	395835	-	hypothetical protein
W3030B01890	W303_0B01890		YBR070C		w303_scaffold_2	CM007965.1	396623	397336	-	hypothetical protein
W3030B01900	W303_0B01900		YBR071W		w303_scaffold_2	CM007965.1	397813	398448	+	hypothetical protein
W3030B01910	W303_0B01910		YBR072W		w303_scaffold_2	CM007965.1	399432	400076	+	hypothetical protein
W3030B01920	W303_0B01920		YBR073W		w303_scaffold_2	CM007965.1	400617	403391	+	hypothetical protein
W3030B01930	W303_0B01930		YBR074W		w303_scaffold_2	CM007965.1	403690	406620	+	hypothetical protein
W3030B01940	W303_0B01940		YBR076W		w303_scaffold_2	CM007965.1	407777	407929	+	hypothetical protein
W3030B01950	W303_0B01950		YBR077C		w303_scaffold_2	CM007965.1	409207	409695	-	hypothetical protein
W3030B01960	W303_0B01960		YBR078W		w303_scaffold_2	CM007965.1	410525	412143	+	hypothetical protein
W3030B01970	W303_0B01970		YBR079C		w303_scaffold_2	CM007965.1	412784	415678	-	hypothetical protein
W3030B01980	W303_0B01980		YBR080C		w303_scaffold_2	CM007965.1	416015	418291	-	hypothetical protein
W3030B01990	W303_0B01990		YBR081C		w303_scaffold_2	CM007965.1	418654	422652	-	hypothetical protein
W3030Btrna12R					w303_scaffold_2	CM007965.1	423279	423350	+	
W3030Btrna11D					w303_scaffold_2	CM007965.1	423361	423432	+	
W3030B02000	W303_0B02000		YBR082C		w303_scaffold_2	CM007965.1	424029	424361	-	hypothetical protein
W3030B02010	W303_0B02010		YBR083W		w303_scaffold_2	CM007965.1	426570	428030	+	hypothetical protein
W3030B02020	W303_0B02020		YBR084W		w303_scaffold_2	CM007965.1	428455	431382	+	hypothetical protein
W3030B02030	W303_0B02030		YBL027W		w303_scaffold_2	CM007965.1	431587	432662	-	hypothetical protein
W3030B02040	W303_0B02040		YBL030C		w303_scaffold_2	CM007965.1	433384	434307	+	hypothetical protein
W3030B02050	W303_0B02050		YBR085C		w303_scaffold_2	CM007965.1	436308	436565	-	hypothetical protein
W3030B02060	W303_0B02060		YBR086C		w303_scaffold_2	CM007965.1	437602	440442	-	hypothetical protein
W3030B02070	W303_0B02070		YBR087W		w303_scaffold_2	CM007965.1	441166	442230	+	hypothetical protein
W3030B02080	W303_0B02080		YBR088C		w303_scaffold_2	CM007965.1	442391	443167	-	hypothetical protein
W3030B02090	W303_0B02090		YBR089C		w303_scaffold_2	CM007965.1	443591	443890	-	hypothetical protein
W3030B02100	W303_0B02100		YBR091C		w303_scaffold_2	CM007965.1	444556	444885	-	hypothetical protein
W3030B02110	W303_0B02110		YBR092C		w303_scaffold_2	CM007965.1	445099	446502	-	hypothetical protein
W3030B02120	W303_0B02120		YBR093C		w303_scaffold_2	CM007965.1	446949	448352	-	hypothetical protein
W3030B02130	W303_0B02130		YBR094W		w303_scaffold_2	CM007965.1	449437	451698	+	hypothetical protein
W3030B02140	W303_0B02140		YBR095C		w303_scaffold_2	CM007965.1	451807	453168	-	hypothetical protein
W3030B02150	W303_0B02150		YBR096W		w303_scaffold_2	CM007965.1	453422	454114	+	hypothetical protein
W3030B02160	W303_0B02160		YBR097W		w303_scaffold_2	CM007965.1	454352	458716	+	hypothetical protein
W3030B02170	W303_0B02170		YBR098W		w303_scaffold_2	CM007965.1	458916	460991	+	hypothetical protein
W3030B02180	W303_0B02180		YBR101C		w303_scaffold_2	CM007965.1	461222	462094	-	hypothetical protein
W3030B02190	W303_0B02190		YBR102C		w303_scaffold_2	CM007965.1	462463	464724	-	hypothetical protein
W3030B02200	W303_0B02200		YBR103W		w303_scaffold_2	CM007965.1	465110	466717	+	hypothetical protein
W3030B02210	W303_0B02210		YBR104W		w303_scaffold_2	CM007965.1	467068	468057	+	hypothetical protein
W3030B02220	W303_0B02220		YBR105C		w303_scaffold_2	CM007965.1	468282	469370	-	hypothetical protein
W3030B02230	W303_0B02230		YBR106W		w303_scaffold_2	CM007965.1	470059	470625	+	hypothetical protein
W3030B02240	W303_0B02240		YBR107C		w303_scaffold_2	CM007965.1	471194	471931	-	hypothetical protein
W3030B02250	W303_0B02250		YBR108W		w303_scaffold_2	CM007965.1	472223	475066	+	hypothetical protein
W3030B02260	W303_0B02260		YBR109C		w303_scaffold_2	CM007965.1	475320	475763	-	hypothetical protein
W3030B02270	W303_0B02270		YBR110W		w303_scaffold_2	CM007965.1	476273	477622	+	hypothetical protein
W3030B02280	W303_0B02280		YBR111C		w303_scaffold_2	CM007965.1	478579	479274	-	hypothetical protein
W3030B02290	W303_0B02290		YBR111W		w303_scaffold_2	CM007965.1	479540	479629	+	hypothetical protein
W3030B02300	W303_0B02300		YBR112C		w303_scaffold_2	CM007965.1	480271	483171	-	hypothetical protein
W3030B02310	W303_0B02310		YBR114W		w303_scaffold_2	CM007965.1	484649	487021	+	hypothetical protein
W3030B02320	W303_0B02320		YBR115C		w303_scaffold_2	CM007965.1	487149	491327	-	hypothetical protein
W3030B02330	W303_0B02330		YBR117C		w303_scaffold_2	CM007965.1	491793	493838	-	hypothetical protein
W3030B02340	W303_0B02340		YBR118W		w303_scaffold_2	CM007965.1	495072	496448	+	hypothetical protein
W3030B02350	W303_0B02350		YBR119W		w303_scaffold_2	CM007965.1	496738	497723	+	hypothetical protein
W3030B02360	W303_0B02360		YBR120C		w303_scaffold_2	CM007965.1	497835	498323	-	hypothetical protein
W3030B02370	W303_0B02370		YBR121C		w303_scaffold_2	CM007965.1	498764	500767	-	hypothetical protein
W3030B02380	W303_0B02380		YBR122C		w303_scaffold_2	CM007965.1	501370	501960	-	hypothetical protein
W3030B02390	W303_0B02390		YBR123C		w303_scaffold_2	CM007965.1	502142	504091	-	hypothetical protein
W3030B02400	W303_0B02400		YBR125C		w303_scaffold_2	CM007965.1	504599	505780	-	hypothetical protein
W3030B02410	W303_0B02410		YBR126C		w303_scaffold_2	CM007965.1	506305	507792	-	hypothetical protein
W3030B02420	W303_0B02420		YBR127C		w303_scaffold_2	CM007965.1	508669	510222	-	hypothetical protein
W3030B02430	W303_0B02430		YBR128C		w303_scaffold_2	CM007965.1	510482	511516	-	hypothetical protein
W3030B02440	W303_0B02440		YBR129C		w303_scaffold_2	CM007965.1	511754	512740	-	hypothetical protein
W3030B02450	W303_0B02450		YBR130C		w303_scaffold_2	CM007965.1	512993	514270	-	hypothetical protein
W3030B02460	W303_0B02460		YBR131W		w303_scaffold_2	CM007965.1	514564	516678	+	hypothetical protein
W3030B02470	W303_0B02470		YBR132C		w303_scaffold_2	CM007965.1	517053	518843	-	hypothetical protein
W3030B02480	W303_0B02480		YBR133C		w303_scaffold_2	CM007965.1	519205	521688	-	hypothetical protein
W3030B02490	W303_0B02490		YBR135W		w303_scaffold_2	CM007965.1	522255	522707	+	hypothetical protein
W3030B02500	W303_0B02500		YBR136W		w303_scaffold_2	CM007965.1	523069	530175	+	hypothetical protein
W3030B02510	W303_0B02510		YBR137W		w303_scaffold_2	CM007965.1	530445	530984	+	hypothetical protein
W3030B02520	W303_0B02520		YBR138C		w303_scaffold_2	CM007965.1	531163	532737	-	hypothetical protein
W3030B02530	W303_0B02530		YBR139W		w303_scaffold_2	CM007965.1	533065	534591	+	hypothetical protein
W3030B02540	W303_0B02540		YBR140C		w303_scaffold_2	CM007965.1	534751	544029	-	hypothetical protein
W3030B02550	W303_0B02550		YBR141C		w303_scaffold_2	CM007965.1	544426	545439	-	hypothetical protein
W3030B02560	W303_0B02560		YBR142W		w303_scaffold_2	CM007965.1	545718	548039	+	hypothetical protein
W3030B02570	W303_0B02570		YBR143C		w303_scaffold_2	CM007965.1	548270	549583	-	hypothetical protein
W3030B02580	W303_0B02580		YBR145W		w303_scaffold_2	CM007965.1	551163	552218	+	hypothetical protein
W3030B02590	W303_0B02590		YBR146W		w303_scaffold_2	CM007965.1	552661	553497	+	hypothetical protein
W3030B02600	W303_0B02600		YBR147W		w303_scaffold_2	CM007965.1	553976	554866	+	hypothetical protein
W3030B02610	W303_0B02610				w303_scaffold_2	CM007965.1	555277	556656	+	hypothetical protein
W3030B02620	W303_0B02620		YOL091W		w303_scaffold_2	CM007965.1	557217	557507	+	hypothetical protein
W3030B02630	W303_0B02630		YBR149W		w303_scaffold_2	CM007965.1	557789	558823	+	hypothetical protein
W3030B02640	W303_0B02640		YBR150C		w303_scaffold_2	CM007965.1	559011	562295	-	hypothetical protein
W3030B02650	W303_0B02650		YBR151W		w303_scaffold_2	CM007965.1	562830	563780	+	hypothetical protein
W3030B02660	W303_0B02660		YBR152W		w303_scaffold_2	CM007965.1	564178	565053	+	hypothetical protein
W3030B02670	W303_0B02670		YBR153W		w303_scaffold_2	CM007965.1	565262	565996	+	hypothetical protein
W3030B02680	W303_0B02680		YBR154C		w303_scaffold_2	CM007965.1	566164	566811	-	hypothetical protein
W3030B02690	W303_0B02690		YBR155W		w303_scaffold_2	CM007965.1	567573	568730	+	hypothetical protein
W3030B02700	W303_0B02700		YBR156C		w303_scaffold_2	CM007965.1	568906	571002	-	hypothetical protein
W3030B02710	W303_0B02710		YBR157C		w303_scaffold_2	CM007965.1	571345	572112	-	hypothetical protein
W3030B02720	W303_0B02720		YBR158W		w303_scaffold_2	CM007965.1	574351	576000	+	hypothetical protein
W3030B02730	W303_0B02730		YBR159W		w303_scaffold_2	CM007965.1	576487	577530	+	hypothetical protein
W3030B02740	W303_0B02740		YBR160W		w303_scaffold_2	CM007965.1	577880	578776	+	hypothetical protein
W3030B02750	W303_0B02750		YBR161W		w303_scaffold_2	CM007965.1	579436	580566	+	hypothetical protein
W3030B02760	W303_0B02760		YBR162C		w303_scaffold_2	CM007965.1	581004	582371	-	hypothetical protein
W3030B02770	W303_0B02770		YBR162W		w303_scaffold_2	CM007965.1	583032	583229	+	hypothetical protein
W3030B02780	W303_0B02780		YBR163W		w303_scaffold_2	CM007965.1	583524	585281	+	hypothetical protein
W3030B02790	W303_0B02790		YBR164C		w303_scaffold_2	CM007965.1	585676	586227	-	hypothetical protein
W3030B02800	W303_0B02800		YBR165W		w303_scaffold_2	CM007965.1	586653	587486	+	hypothetical protein
W3030B02810	W303_0B02810		YBR166C		w303_scaffold_2	CM007965.1	587643	589001	-	hypothetical protein
W3030B02820	W303_0B02820		YBR167C		w303_scaffold_2	CM007965.1	589268	589690	-	hypothetical protein
W3030B02830	W303_0B02830		YBR168W		w303_scaffold_2	CM007965.1	590171	591412	+	hypothetical protein
W3030B02840	W303_0B02840		YBR169C		w303_scaffold_2	CM007965.1	591715	593796	-	hypothetical protein
W3030B02850	W303_0B02850		YBR170C		w303_scaffold_2	CM007965.1	594144	595886	-	hypothetical protein
W3030B02860	W303_0B02860		YBR171W		w303_scaffold_2	CM007965.1	596164	596784	+	hypothetical protein
W3030B02870	W303_0B02870		YBR172C		w303_scaffold_2	CM007965.1	596950	599322	-	hypothetical protein
W3030B02880	W303_0B02880		YBR173C		w303_scaffold_2	CM007965.1	599526	599972	-	hypothetical protein
W3030B02890	W303_0B02890		YBR175W		w303_scaffold_2	CM007965.1	600208	601155	+	hypothetical protein
W3030B02900	W303_0B02900		YBR176W		w303_scaffold_2	CM007965.1	601520	602458	+	hypothetical protein
W3030B02910	W303_0B02910		YBR177C		w303_scaffold_2	CM007965.1	602607	603962	-	hypothetical protein
